datetime,temperature,humidity,wind_speed,hour,day_of_week,is_holiday,power_zone1
2017-03-19 19:20:00,13.24,67.15,0.083,19,6,1,41570.04255
2017-03-19 19:30:00,13.06,67.58,0.088,19,6,1,41974.46809
2017-03-19 19:40:00,12.98,68.08,0.082,19,6,1,42072.51064
2017-03-19 19:50:00,12.87,69.25,0.079,19,6,1,41876.42553
2017-03-19 20:00:00,12.67,70.5,0.081,20,6,1,42035.74468
2017-03-19 20:10:00,12.55,71.7,0.082,20,6,1,42060.25532
2017-03-19 20:20:00,12.42,72.3,0.081,20,6,1,42476.93617
2017-03-19 20:30:00,12.39,72.7,0.08,20,6,1,42685.2766
2017-03-19 20:40:00,12.32,73.7,0.078,20,6,1,42697.53191
2017-03-19 20:50:00,12.21,75.0,0.084,20,6,1,42611.74468
2017-03-19 21:00:00,12.27,75.2,0.089,21,6,1,42060.25532
2017-03-19 21:10:00,12.41,75.2,0.086,21,6,1,41913.19149
2017-03-19 21:20:00,12.14,76.5,0.082,21,6,1,41790.6383
2017-03-19 21:30:00,12.22,77.1,0.089,21,6,1,41508.76596
2017-03-19 21:40:00,12.3,77.2,0.082,21,6,1,40957.2766
2017-03-19 21:50:00,12.23,77.4,0.082,21,6,1,40822.46809
2017-03-19 22:00:00,11.95,78.0,0.08,22,6,1,40344.51064
2017-03-19 22:10:00,11.75,79.0,0.08,22,6,1,39621.44681
2017-03-19 22:20:00,11.71,79.6,0.08,22,6,1,39131.23404
2017-03-19 22:30:00,11.63,79.8,0.078,22,6,1,38028.25532
2017-03-19 22:40:00,11.27,80.3,0.075,22,6,1,37292.93617
2017-03-19 22:50:00,11.1,80.8,0.074,22,6,1,36447.31915
2017-03-19 23:00:00,11.16,81.2,0.072,23,6,1,35577.19149
2017-03-19 23:10:00,11.21,81.4,0.069,23,6,1,34265.87234
2017-03-19 23:20:00,11.17,81.6,0.071,23,6,1,33334.46809
2017-03-19 23:30:00,11.18,81.6,0.069,23,6,1,32354.04255
2017-03-19 23:40:00,11.22,81.8,0.076,23,6,1,31324.59574
2017-03-19 23:50:00,11.33,82.2,0.082,23,6,1,30380.93617
2017-03-20 00:00:00,11.51,82.3,0.083,0,0,0,29706.89362
2017-03-20 00:10:00,11.5,82.7,0.087,0,0,0,29020.59574
2017-03-20 00:20:00,11.46,83.1,0.082,0,0,0,28125.95745
2017-03-20 00:30:00,11.42,83.5,0.082,0,0,0,27427.40426
2017-03-20 00:40:00,11.43,83.6,0.082,0,0,0,26949.44681
2017-03-20 00:50:00,11.36,83.9,0.08,0,0,0,26103.82979
2017-03-20 01:00:00,11.21,84.5,0.083,1,0,0,25711.65957
2017-03-20 01:10:00,11.09,84.9,0.083,1,0,0,25111.14894
2017-03-20 01:20:00,11.04,85.0,0.082,1,0,0,24657.70213
2017-03-20 01:30:00,11.09,85.1,0.082,1,0,0,24351.31915
2017-03-20 01:40:00,11.17,85.1,0.08,1,0,0,24057.19149
2017-03-20 01:50:00,11.15,85.1,0.081,1,0,0,23750.80851
2017-03-20 02:00:00,11.05,85.3,0.082,2,0,0,23616.0
2017-03-20 02:10:00,11.03,85.5,0.08,2,0,0,23346.38298
2017-03-20 02:20:00,11.01,85.6,0.079,2,0,0,23260.59574
2017-03-20 02:30:00,10.98,85.8,0.079,2,0,0,23089.02128
2017-03-20 02:40:00,10.92,86.0,0.078,2,0,0,22954.21277
2017-03-20 02:50:00,10.9,86.1,0.085,2,0,0,22831.65957
2017-03-20 03:00:00,10.87,86.2,0.084,3,0,0,22525.2766
2017-03-20 03:10:00,10.83,86.3,0.084,3,0,0,22488.51064
2017-03-20 03:20:00,10.85,86.2,0.084,3,0,0,22537.53191
2017-03-20 03:30:00,10.87,86.1,0.085,3,0,0,22182.12766
2017-03-20 03:40:00,10.86,86.1,0.083,3,0,0,22218.89362
2017-03-20 03:50:00,10.7,86.1,0.078,3,0,0,22402.7234
2017-03-20 04:00:00,10.58,86.4,0.083,4,0,0,22353.70213
2017-03-20 04:10:00,10.58,86.9,0.08,4,0,0,22280.17021
2017-03-20 04:20:00,10.61,87.1,0.082,4,0,0,22439.48936
2017-03-20 04:30:00,10.6,87.3,0.081,4,0,0,22721.3617
2017-03-20 04:40:00,10.62,87.4,0.082,4,0,0,22721.3617
2017-03-20 04:50:00,10.56,87.5,0.082,4,0,0,23260.59574
2017-03-20 05:00:00,10.64,87.6,0.08,5,0,0,24179.74468
2017-03-20 05:10:00,10.7,87.7,0.078,5,0,0,23995.91489
2017-03-20 05:20:00,10.7,87.7,0.079,5,0,0,23701.78723
2017-03-20 05:30:00,10.66,87.8,0.084,5,0,0,23407.65957
2017-03-20 05:40:00,10.64,88.0,0.085,5,0,0,22819.40426
2017-03-20 05:50:00,10.58,88.0,0.081,5,0,0,21875.74468
2017-03-20 06:00:00,10.5,88.3,0.086,6,0,0,21361.02128
2017-03-20 06:10:00,10.57,88.3,0.088,6,0,0,20576.68085
2017-03-20 06:20:00,10.54,88.3,0.087,6,0,0,19878.12766
2017-03-20 06:30:00,10.5,88.5,0.083,6,0,0,19841.3617
2017-03-20 06:40:00,10.4,88.6,0.083,6,0,0,20294.80851
2017-03-20 06:50:00,10.33,88.6,0.081,6,0,0,20870.80851
2017-03-20 07:00:00,10.26,88.8,0.081,7,0,0,21324.25532
2017-03-20 07:10:00,10.26,88.9,0.081,7,0,0,22353.70213
2017-03-20 07:20:00,10.11,89.2,0.079,7,0,0,22770.38298
2017-03-20 07:30:00,10.1,89.3,0.086,7,0,0,22831.65957
2017-03-20 07:40:00,10.22,89.4,0.084,7,0,0,22868.42553
2017-03-20 07:50:00,10.13,89.2,0.079,7,0,0,22819.40426
2017-03-20 08:00:00,10.11,89.6,0.082,8,0,0,23799.82979
2017-03-20 08:10:00,10.27,89.6,0.08,8,0,0,24743.48936
2017-03-20 08:20:00,10.33,89.8,0.081,8,0,0,25013.10638
2017-03-20 08:30:00,10.39,89.8,0.079,8,0,0,25601.3617
2017-03-20 08:40:00,10.48,89.9,0.082,8,0,0,26079.31915
2017-03-20 08:50:00,10.62,90.0,0.083,8,0,0,26422.46809
2017-03-20 09:00:00,10.78,90.0,0.088,9,0,0,27255.82979
2017-03-20 09:10:00,10.96,90.1,0.085,9,0,0,27819.57447
2017-03-20 09:20:00,11.16,90.0,0.084,9,0,0,28530.38298
2017-03-20 09:30:00,11.27,89.7,0.08,9,0,0,29253.44681
2017-03-20 09:40:00,11.55,89.6,0.083,9,0,0,29902.97872
2017-03-20 09:50:00,11.89,89.4,0.078,9,0,0,29633.3617
2017-03-20 10:00:00,12.12,89.2,0.08,10,0,0,29902.97872
2017-03-20 10:10:00,12.34,89.1,0.074,10,0,0,30699.57447
2017-03-20 10:20:00,12.35,88.7,0.077,10,0,0,31287.82979
2017-03-20 10:30:00,12.5,88.5,0.081,10,0,0,31741.2766
2017-03-20 10:40:00,12.73,88.4,0.077,10,0,0,32219.23404
2017-03-20 10:50:00,12.79,87.8,0.083,10,0,0,32488.85106
2017-03-20 11:00:00,13.22,87.7,0.073,11,0,0,32991.31915
2017-03-20 11:10:00,13.57,86.2,0.075,11,0,0,33702.12766
2017-03-20 11:20:00,13.63,85.0,0.071,11,0,0,33996.25532
2017-03-20 11:30:00,13.91,84.1,0.071,11,0,0,34314.89362
2017-03-20 11:40:00,14.0,82.2,0.071,11,0,0,34229.10638
2017-03-20 11:50:00,14.32,81.7,0.073,11,0,0,34327.14894
2017-03-20 12:00:00,14.41,81.0,0.076,12,0,0,34351.65957
2017-03-20 12:10:00,14.4,79.3,0.072,12,0,0,34952.17021
2017-03-20 12:20:00,14.6,77.7,0.075,12,0,0,35209.53191
2017-03-20 12:30:00,14.73,76.0,0.081,12,0,0,34805.10638
2017-03-20 12:40:00,15.27,71.5,0.079,12,0,0,34731.57447
2017-03-20 12:50:00,15.48,66.48,0.079,12,0,0,34890.89362
2017-03-20 13:00:00,15.29,66.41,0.082,13,0,0,34743.82979
2017-03-20 13:10:00,15.19,65.31,0.08,13,0,0,34939.91489
2017-03-20 13:20:00,15.55,63.24,0.082,13,0,0,34817.3617
2017-03-20 13:30:00,15.32,63.57,0.08,13,0,0,34792.85106
2017-03-20 13:40:00,15.27,63.41,0.08,13,0,0,34106.55319
2017-03-20 13:50:00,15.72,61.14,0.08,13,0,0,33714.38298
2017-03-20 14:00:00,15.77,58.6,0.083,14,0,0,33640.85106
2017-03-20 14:10:00,15.71,59.6,0.082,14,0,0,33763.40426
2017-03-20 14:20:00,16.05,60.37,0.082,14,0,0,33702.12766
2017-03-20 14:30:00,16.47,57.6,0.08,14,0,0,33947.23404
2017-03-20 14:40:00,16.57,57.3,0.084,14,0,0,33910.46809
2017-03-20 14:50:00,16.41,57.03,0.081,14,0,0,33934.97872
2017-03-20 15:00:00,16.61,56.66,0.081,15,0,0,33640.85106
2017-03-20 15:10:00,16.47,54.62,0.083,15,0,0,33702.12766
2017-03-20 15:20:00,17.08,54.86,0.08,15,0,0,33751.14894
2017-03-20 15:30:00,16.63,57.33,0.083,15,0,0,33934.97872
2017-03-20 15:40:00,16.26,60.27,0.082,15,0,0,33726.6383
2017-03-20 15:50:00,15.15,65.51,0.079,15,0,0,33506.04255
2017-03-20 16:00:00,15.16,66.94,0.078,16,0,0,33444.76596
2017-03-20 16:10:00,15.42,61.0,0.083,16,0,0,32611.40426
2017-03-20 16:20:00,15.31,63.31,0.08,16,0,0,32525.61702
2017-03-20 16:30:00,15.16,63.61,0.081,16,0,0,32476.59574
2017-03-20 16:40:00,15.49,63.14,0.083,16,0,0,32329.53191
2017-03-20 16:50:00,15.65,60.77,0.08,16,0,0,32072.17021
2017-03-20 17:00:00,15.92,57.4,0.082,17,0,0,31692.25532
2017-03-20 17:10:00,15.93,57.6,0.083,17,0,0,31667.74468
2017-03-20 17:20:00,15.89,57.43,0.082,17,0,0,31876.08511
2017-03-20 17:30:00,15.83,58.16,0.078,17,0,0,32047.65957
2017-03-20 17:40:00,15.69,59.4,0.081,17,0,0,32145.70213
2017-03-20 17:50:00,15.24,64.31,0.082,17,0,0,32684.93617
2017-03-20 18:00:00,14.68,66.88,0.081,18,0,0,33028.08511
2017-03-20 18:10:00,14.64,67.75,0.083,18,0,0,33971.74468
2017-03-20 18:20:00,14.67,68.58,0.083,18,0,0,35479.14894
2017-03-20 18:30:00,14.65,69.72,0.085,18,0,0,38089.53191
2017-03-20 18:40:00,14.46,70.8,0.085,18,0,0,41459.74468
2017-03-20 18:50:00,14.29,71.1,0.083,18,0,0,42991.65957
2017-03-20 19:00:00,14.33,71.1,0.084,19,0,0,43788.25532
2017-03-20 19:10:00,14.67,67.18,0.081,19,0,0,44339.74468
2017-03-20 19:20:00,14.91,63.64,0.081,19,0,0,44315.23404
2017-03-20 19:30:00,14.8,63.57,0.081,19,0,0,44462.29787
2017-03-20 19:40:00,14.65,66.51,0.082,19,0,0,44253.95745
2017-03-20 19:50:00,14.32,69.82,0.084,19,0,0,44180.42553
2017-03-20 20:00:00,14.13,70.4,0.084,20,0,0,43530.89362
2017-03-20 20:10:00,14.09,70.9,0.081,20,0,0,44057.87234
2017-03-20 20:20:00,14.02,71.2,0.081,20,0,0,44793.19149
2017-03-20 20:30:00,14.07,71.0,0.086,20,0,0,44511.31915
2017-03-20 20:40:00,14.1,70.7,0.083,20,0,0,44192.68085
2017-03-20 20:50:00,14.1,70.6,0.08,20,0,0,44045.61702
2017-03-20 21:00:00,13.91,71.4,0.088,21,0,0,43494.12766
2017-03-20 21:10:00,13.84,72.1,0.084,21,0,0,43077.44681
2017-03-20 21:20:00,13.71,72.9,0.084,21,0,0,42734.29787
2017-03-20 21:30:00,13.69,73.1,0.083,21,0,0,42464.68085
2017-03-20 21:40:00,13.58,73.8,0.083,21,0,0,41839.65957
2017-03-20 21:50:00,13.52,74.6,0.08,21,0,0,40969.53191
2017-03-20 22:00:00,13.28,76.3,0.079,22,0,0,40320.0
2017-03-20 22:10:00,13.21,76.8,0.081,22,0,0,39694.97872
2017-03-20 22:20:00,13.17,76.6,0.085,22,0,0,39020.93617
2017-03-20 22:30:00,12.98,76.8,0.088,22,0,0,37979.23404
2017-03-20 22:40:00,12.81,77.3,0.083,22,0,0,37317.44681
2017-03-20 22:50:00,12.66,77.9,0.083,22,0,0,36140.93617
2017-03-20 23:00:00,12.58,78.3,0.08,23,0,0,34805.10638
2017-03-20 23:10:00,12.48,79.1,0.07,23,0,0,34057.53191
2017-03-20 23:20:00,12.48,79.4,0.069,23,0,0,33285.44681
2017-03-20 23:30:00,12.34,79.8,0.075,23,0,0,32035.40426
2017-03-20 23:40:00,12.32,80.2,0.084,23,0,0,31226.55319
2017-03-20 23:50:00,12.43,80.3,0.088,23,0,0,30577.02128
2017-03-21 00:00:00,12.37,80.3,0.084,0,1,0,29559.82979
2017-03-21 00:10:00,12.24,80.6,0.09,0,1,0,28640.68085
2017-03-21 00:20:00,12.28,80.8,0.086,0,1,0,27929.87234
2017-03-21 00:30:00,11.8,81.2,0.081,0,1,0,27292.59574
2017-03-21 00:40:00,11.6,81.9,0.084,0,1,0,26777.87234
2017-03-21 00:50:00,11.61,82.2,0.078,0,1,0,26275.40426
2017-03-21 01:00:00,11.56,82.4,0.08,1,1,0,25662.6383
2017-03-21 01:10:00,11.58,82.8,0.081,1,1,0,25184.68085
2017-03-21 01:20:00,11.69,83.2,0.071,1,1,0,24915.06383
2017-03-21 01:30:00,11.7,83.2,0.082,1,1,0,24669.95745
2017-03-21 01:40:00,11.54,83.2,0.071,1,1,0,24339.06383
2017-03-21 01:50:00,11.43,83.6,0.069,1,1,0,23738.55319
2017-03-21 02:00:00,11.55,83.8,0.069,2,1,0,23616.0
2017-03-21 02:10:00,11.63,83.8,0.072,2,1,0,23419.91489
2017-03-21 02:20:00,11.33,84.1,0.079,2,1,0,23346.38298
2017-03-21 02:30:00,11.43,84.2,0.085,2,1,0,23187.06383
2017-03-21 02:40:00,11.54,84.2,0.081,2,1,0,23395.40426
2017-03-21 02:50:00,11.45,84.4,0.079,2,1,0,23138.04255
2017-03-21 03:00:00,11.5,84.5,0.074,3,1,0,23040.0
2017-03-21 03:10:00,11.61,84.6,0.073,3,1,0,22892.93617
2017-03-21 03:20:00,11.52,84.8,0.073,3,1,0,22807.14894
2017-03-21 03:30:00,11.34,85.1,0.081,3,1,0,22525.2766
2017-03-21 03:40:00,11.4,85.2,0.075,3,1,0,22500.76596
2017-03-21 03:50:00,11.52,85.4,0.079,3,1,0,22549.78723
2017-03-21 04:00:00,11.48,85.5,0.069,4,1,0,22794.89362
2017-03-21 04:10:00,11.46,85.7,0.073,4,1,0,22794.89362
2017-03-21 04:20:00,11.46,85.7,0.072,4,1,0,23076.76596
2017-03-21 04:30:00,11.54,85.8,0.068,4,1,0,23101.2766
2017-03-21 04:40:00,11.47,85.9,0.078,4,1,0,23113.53191
2017-03-21 04:50:00,11.56,86.6,0.074,4,1,0,23726.29787
2017-03-21 05:00:00,11.85,86.5,0.083,5,1,0,24486.12766
2017-03-21 05:10:00,11.85,86.3,0.075,5,1,0,24473.87234
2017-03-21 05:20:00,11.93,86.3,0.075,5,1,0,24167.48936
2017-03-21 05:30:00,11.8,86.6,0.076,5,1,0,23689.53191
2017-03-21 05:40:00,11.92,86.7,0.07,5,1,0,23064.51064
2017-03-21 05:50:00,12.0,86.5,0.074,5,1,0,22304.68085
2017-03-21 06:00:00,12.15,86.6,0.073,6,1,0,21618.38298
2017-03-21 06:10:00,12.03,86.6,0.077,6,1,0,20797.2766
2017-03-21 06:20:00,12.01,86.7,0.067,6,1,0,20674.7234
2017-03-21 06:30:00,12.07,86.6,0.075,6,1,0,20662.46809
2017-03-21 06:40:00,11.97,86.9,0.073,6,1,0,21091.40426
2017-03-21 06:50:00,12.07,87.0,0.071,6,1,0,21618.38298
2017-03-21 07:00:00,12.06,87.1,0.078,7,1,0,22598.80851
2017-03-21 07:10:00,12.09,87.2,0.078,7,1,0,22966.46809
2017-03-21 07:20:00,12.05,87.2,0.083,7,1,0,23309.61702
2017-03-21 07:30:00,11.94,87.2,0.08,7,1,0,24106.21277
2017-03-21 07:40:00,12.06,87.1,0.081,7,1,0,23922.38298
2017-03-21 07:50:00,12.1,86.7,0.081,7,1,0,23959.14894
2017-03-21 08:00:00,12.13,86.5,0.078,8,1,0,24277.78723
2017-03-21 08:10:00,12.15,86.2,0.081,8,1,0,25025.3617
2017-03-21 08:20:00,12.14,86.0,0.083,8,1,0,25503.31915
2017-03-21 08:30:00,12.2,86.2,0.082,8,1,0,26152.85106
2017-03-21 08:40:00,12.36,85.6,0.078,8,1,0,26606.29787
2017-03-21 08:50:00,12.43,84.9,0.077,8,1,0,27402.89362
2017-03-21 09:00:00,12.43,84.6,0.072,9,1,0,27366.12766
2017-03-21 09:10:00,12.31,85.1,0.073,9,1,0,26067.06383
2017-03-21 09:20:00,12.47,85.3,0.082,9,1,0,26777.87234
2017-03-21 09:30:00,12.77,84.6,0.084,9,1,0,26900.42553
2017-03-21 09:40:00,12.85,84.4,0.086,9,1,0,26630.80851
2017-03-21 09:50:00,13.05,84.0,0.08,9,1,0,27880.85106
2017-03-21 10:00:00,13.14,83.7,0.078,10,1,0,27954.38298
2017-03-21 10:10:00,13.53,83.6,0.078,10,1,0,28297.53191
2017-03-21 10:20:00,14.04,80.4,0.078,10,1,0,28726.46809
2017-03-21 10:30:00,14.68,74.8,0.078,10,1,0,29094.12766
2017-03-21 10:40:00,14.63,74.8,0.073,10,1,0,29461.78723
2017-03-21 10:50:00,14.58,76.3,0.075,10,1,0,29277.95745
2017-03-21 11:00:00,14.98,76.3,0.078,11,1,0,29657.87234
2017-03-21 11:10:00,15.99,58.2,0.081,11,1,0,29853.95745
2017-03-21 11:20:00,16.82,54.96,0.08,11,1,0,30282.89362
2017-03-21 11:30:00,17.17,55.19,0.083,11,1,0,30478.97872
2017-03-21 11:40:00,17.38,50.28,0.08,11,1,0,30466.7234
2017-03-21 11:50:00,17.43,51.35,0.082,11,1,0,31054.97872
2017-03-21 12:00:00,17.62,51.05,0.081,12,1,0,31202.04255
2017-03-21 12:10:00,17.9,50.28,0.081,12,1,0,31692.25532
2017-03-21 12:20:00,18.05,50.88,0.084,12,1,0,32403.06383
2017-03-21 12:30:00,18.03,56.56,0.079,12,1,0,32881.02128
2017-03-21 12:40:00,17.77,62.07,0.072,12,1,0,33542.80851
2017-03-21 12:50:00,17.12,63.84,0.073,12,1,0,33089.3617
2017-03-21 13:00:00,16.9,66.58,0.077,13,1,0,32917.78723
2017-03-21 13:10:00,17.0,66.88,0.079,13,1,0,33077.10638
2017-03-21 13:20:00,17.5,61.87,0.082,13,1,0,33726.6383
2017-03-21 13:30:00,17.46,60.27,0.085,13,1,0,33616.34043
2017-03-21 13:40:00,18.25,57.3,0.084,13,1,0,33334.46809
2017-03-21 13:50:00,18.38,59.53,0.082,13,1,0,33273.19149
2017-03-21 14:00:00,17.71,57.93,0.085,14,1,0,33199.65957
2017-03-21 14:10:00,17.8,56.39,0.083,14,1,0,33591.82979
2017-03-21 14:20:00,17.58,57.56,0.082,14,1,0,34265.87234
2017-03-21 14:30:00,17.28,58.36,0.081,14,1,0,34204.59574
2017-03-21 14:40:00,17.5,57.4,0.082,14,1,0,34008.51064
2017-03-21 14:50:00,17.57,57.56,0.082,14,1,0,33640.85106
2017-03-21 15:00:00,17.37,59.17,0.083,15,1,0,33738.89362
2017-03-21 15:10:00,17.16,62.04,0.081,15,1,0,33922.7234
2017-03-21 15:20:00,17.07,64.61,0.083,15,1,0,33885.95745
2017-03-21 15:30:00,16.65,65.94,0.083,15,1,0,33604.08511
2017-03-21 15:40:00,16.29,69.01,0.083,15,1,0,33751.14894
2017-03-21 15:50:00,15.68,72.1,0.082,15,1,0,33187.40426
2017-03-21 16:00:00,15.39,74.3,0.081,16,1,0,32819.74468
2017-03-21 16:10:00,15.29,75.1,0.081,16,1,0,32623.65957
2017-03-21 16:20:00,15.61,74.8,0.079,16,1,0,32795.23404
2017-03-21 16:30:00,15.91,71.1,0.081,16,1,0,32795.23404
2017-03-21 16:40:00,16.1,66.81,0.083,16,1,0,32537.87234
2017-03-21 16:50:00,16.19,64.91,0.084,16,1,0,32157.95745
2017-03-21 17:00:00,16.41,64.67,0.086,17,1,0,31324.59574
2017-03-21 17:10:00,16.66,64.71,0.085,17,1,0,31729.02128
2017-03-21 17:20:00,16.79,64.84,0.084,17,1,0,31496.17021
2017-03-21 17:30:00,16.86,64.67,0.082,17,1,0,31594.21277
2017-03-21 17:40:00,16.91,64.64,0.09,17,1,0,31888.34043
2017-03-21 17:50:00,16.88,64.91,0.084,17,1,0,32366.29787
2017-03-21 18:00:00,16.78,64.94,0.081,18,1,0,32868.76596
2017-03-21 18:10:00,16.74,65.78,0.083,18,1,0,33751.14894
2017-03-21 18:20:00,16.57,68.71,0.075,18,1,0,35540.42553
2017-03-21 18:30:00,16.11,68.28,0.085,18,1,0,37991.48936
2017-03-21 18:40:00,16.16,67.41,0.079,18,1,0,41226.89362
2017-03-21 18:50:00,16.34,68.74,0.08,18,1,0,43285.78723
2017-03-21 19:00:00,15.96,74.0,0.079,19,1,0,43812.76596
2017-03-21 19:10:00,15.29,77.0,0.075,19,1,0,44376.51064
2017-03-21 19:20:00,14.87,78.2,0.071,19,1,0,44364.25532
2017-03-21 19:30:00,14.59,79.0,0.084,19,1,0,44217.19149
2017-03-21 19:40:00,14.39,79.1,0.084,19,1,0,44082.38298
2017-03-21 19:50:00,14.53,80.6,0.081,19,1,0,43959.82979
2017-03-21 20:00:00,14.22,80.1,0.084,20,1,0,43200.0
2017-03-21 20:10:00,14.04,79.7,0.085,20,1,0,43788.25532
2017-03-21 20:20:00,14.01,79.7,0.081,20,1,0,44315.23404
2017-03-21 20:30:00,14.06,79.5,0.083,20,1,0,44106.89362
2017-03-21 20:40:00,14.08,79.2,0.083,20,1,0,43776.0
2017-03-21 20:50:00,14.07,79.2,0.082,20,1,0,43310.29787
2017-03-21 21:00:00,14.08,79.1,0.082,21,1,0,42820.08511
2017-03-21 21:10:00,14.07,79.2,0.081,21,1,0,42366.6383
2017-03-21 21:20:00,13.97,79.5,0.079,21,1,0,42158.29787
2017-03-21 21:30:00,13.85,79.8,0.083,21,1,0,41998.97872
2017-03-21 21:40:00,13.77,80.4,0.08,21,1,0,41643.57447
2017-03-21 21:50:00,13.58,80.7,0.083,21,1,0,40405.78723
2017-03-21 22:00:00,13.59,80.7,0.083,22,1,0,39486.6383
2017-03-21 22:10:00,13.64,80.6,0.081,22,1,0,39315.06383
2017-03-21 22:20:00,13.28,81.1,0.084,22,1,0,38469.44681
2017-03-21 22:30:00,13.16,81.3,0.083,22,1,0,37476.76596
2017-03-21 22:40:00,13.04,82.1,0.076,22,1,0,36839.48936
2017-03-21 22:50:00,12.87,82.4,0.074,22,1,0,36091.91489
2017-03-21 23:00:00,12.85,82.9,0.085,23,1,0,35307.57447
2017-03-21 23:10:00,12.87,83.4,0.074,23,1,0,34547.74468
2017-03-21 23:20:00,12.55,83.6,0.067,23,1,0,33358.97872
2017-03-21 23:30:00,12.17,84.2,0.076,23,1,0,32427.57447
2017-03-21 23:40:00,12.04,84.8,0.069,23,1,0,31496.17021
2017-03-21 23:50:00,12.04,85.0,0.07,23,1,0,30344.17021
2017-03-22 00:00:00,11.73,85.1,0.07,0,2,0,29633.3617
2017-03-22 00:10:00,11.46,85.8,0.068,0,2,0,29032.85106
2017-03-22 00:20:00,11.45,86.2,0.074,0,2,0,28383.31915
2017-03-22 00:30:00,11.46,86.4,0.072,0,2,0,27684.76596
2017-03-22 00:40:00,11.24,86.8,0.071,0,2,0,27304.85106
2017-03-22 00:50:00,11.22,87.1,0.07,0,2,0,26594.04255
2017-03-22 01:00:00,11.14,87.2,0.069,1,2,0,25993.53191
2017-03-22 01:10:00,11.08,87.3,0.069,1,2,0,25429.78723
2017-03-22 01:20:00,10.92,87.5,0.072,1,2,0,24951.82979
2017-03-22 01:30:00,10.97,87.6,0.062,1,2,0,24290.04255
2017-03-22 01:40:00,11.13,88.0,0.085,1,2,0,23824.34043
2017-03-22 01:50:00,11.26,87.8,0.084,1,2,0,23652.76596
2017-03-22 02:00:00,10.94,87.7,0.082,2,2,0,23542.46809
2017-03-22 02:10:00,10.65,88.1,0.082,2,2,0,23665.02128
2017-03-22 02:20:00,10.57,88.3,0.084,2,2,0,23628.25532
2017-03-22 02:30:00,10.56,88.4,0.082,2,2,0,23370.89362
2017-03-22 02:40:00,10.36,88.4,0.082,2,2,0,23248.34043
2017-03-22 02:50:00,10.16,88.9,0.08,2,2,0,22978.7234
2017-03-22 03:00:00,10.27,88.9,0.078,3,2,0,22880.68085
2017-03-22 03:10:00,10.29,89.0,0.079,3,2,0,22807.14894
2017-03-22 03:20:00,10.25,89.1,0.081,3,2,0,22537.53191
2017-03-22 03:30:00,10.04,89.2,0.081,3,2,0,22770.38298
2017-03-22 03:40:00,9.9,89.4,0.08,3,2,0,22672.34043
2017-03-22 03:50:00,9.88,89.5,0.08,3,2,0,22880.68085
2017-03-22 04:00:00,9.85,89.6,0.079,4,2,0,22672.34043
2017-03-22 04:10:00,9.84,89.7,0.076,4,2,0,22672.34043
2017-03-22 04:20:00,9.78,89.7,0.08,4,2,0,22843.91489
2017-03-22 04:30:00,9.64,89.9,0.081,4,2,0,23113.53191
2017-03-22 04:40:00,9.68,90.2,0.082,4,2,0,22929.70213
2017-03-22 04:50:00,9.48,90.1,0.084,4,2,0,23824.34043
2017-03-22 05:00:00,9.52,90.3,0.082,5,2,0,24326.80851
2017-03-22 05:10:00,9.46,90.0,0.082,5,2,0,24081.70213
2017-03-22 05:20:00,9.37,90.4,0.084,5,2,0,23897.87234
2017-03-22 05:30:00,9.45,90.3,0.082,5,2,0,23419.91489
2017-03-22 05:40:00,9.48,90.5,0.084,5,2,0,22819.40426
2017-03-22 05:50:00,9.51,90.4,0.082,5,2,0,22133.10638
2017-03-22 06:00:00,9.53,90.5,0.08,6,2,0,21434.55319
2017-03-22 06:10:00,9.61,90.6,0.079,6,2,0,20588.93617
2017-03-22 06:20:00,9.69,90.5,0.082,6,2,0,20392.85106
2017-03-22 06:30:00,9.68,90.3,0.083,6,2,0,20454.12766
2017-03-22 06:40:00,9.59,90.3,0.084,6,2,0,21079.14894
2017-03-22 06:50:00,9.61,90.5,0.08,6,2,0,21667.40426
2017-03-22 07:00:00,9.7,90.5,0.081,7,2,0,22365.95745
2017-03-22 07:10:00,9.72,90.5,0.083,7,2,0,23505.70213
2017-03-22 07:20:00,9.73,90.6,0.085,7,2,0,23738.55319
2017-03-22 07:30:00,9.76,90.6,0.083,7,2,0,24314.55319
2017-03-22 07:40:00,9.85,90.7,0.082,7,2,0,24179.74468
2017-03-22 07:50:00,9.88,90.6,0.082,7,2,0,24106.21277
2017-03-22 08:00:00,9.81,90.4,0.084,8,2,0,24915.06383
2017-03-22 08:10:00,9.76,90.6,0.082,8,2,0,25944.51064
2017-03-22 08:20:00,9.9,90.6,0.082,8,2,0,26446.97872
2017-03-22 08:30:00,9.77,90.4,0.082,8,2,0,26826.89362
2017-03-22 08:40:00,9.83,90.5,0.081,8,2,0,27280.34043
2017-03-22 08:50:00,9.86,90.6,0.081,8,2,0,27709.2766
2017-03-22 09:00:00,10.02,90.6,0.083,9,2,0,28420.08511
2017-03-22 09:10:00,9.99,90.5,0.084,9,2,0,30478.97872
2017-03-22 09:20:00,10.19,90.7,0.084,9,2,0,31312.34043
2017-03-22 09:30:00,10.49,90.6,0.09,9,2,0,31643.23404
2017-03-22 09:40:00,10.84,90.4,0.087,9,2,0,31961.87234
2017-03-22 09:50:00,11.15,89.8,0.083,9,2,0,32010.89362
2017-03-22 10:00:00,11.62,90.3,0.088,10,2,0,32599.14894
